pureEnv,left1to2,left2to3,left3to4,left4to5,gustyLeft1to2,gustyLeft2to3,gustyLeft3to4,gustyLeft4to5,right1to2,right2to3,right3to4,right4to5,gustyRight1to2,gustyRight2to3,gustyRight3to4,gustyRight4to5,sides1to2,sides2to3,sides3to4,sides4to5,gustySides1to2,gustySides2to3,gustySides3to4,gustySides4to5
900.67,851.03,829.4,334.13,-27.12,896.11,873.88,598.67,187.38,914.63,910.61,906.5,906.05,913.23,900.33,908.52,902.19,894.45,845.2,760.59,246.28,883.11,874.58,767.13,378.7
37.08,70.6,47.58,244.58,25.5,27.78,31.91,212.84,102.01,37.29,29.18,40.71,30.09,25.76,46.55,23.53,37.16,23.62,89.62,129.24,105.78,50.9,28.23,154.81,205.49
