pureEnv,left1to2,left2to3,left3to4,left4to5,gustyLeft1to2,gustyLeft2to3,gustyLeft3to4,gustyLeft4to5,right1to2,right2to3,right3to4,right4to5,gustyRight1to2,gustyRight2to3,gustyRight3to4,gustyRight4to5,sides1to2,sides2to3,sides3to4,sides4to5,gustySides1to2,gustySides2to3,gustySides3to4,gustySides4to5
786.71,-6.0,-52.95,-69.13,-77.81,53.48,-8.75,-38.67,-58.45,900.34,903.25,869.16,852.08,881.55,834.64,867.04,874.33,285.08,51.07,30.26,20.26,385.56,215.85,222.41,160.47
107.08,41.64,8.36,3.72,2.54,79.22,37.75,17.23,12.61,40.72,29.6,27.42,29.6,97.3,98.8,58.75,81.42,191.02,61.96,53.05,34.18,261.21,198.5,203.49,165.56
