pureEnv,left1to2,left2to3,left3to4,left4to5,gustyLeft1to2,gustyLeft2to3,gustyLeft3to4,gustyLeft4to5,right1to2,right2to3,right3to4,right4to5,gustyRight1to2,gustyRight2to3,gustyRight3to4,gustyRight4to5,sides1to2,sides2to3,sides3to4,sides4to5,gustySides1to2,gustySides2to3,gustySides3to4,gustySides4to5
900.23,891.06,880.29,864.05,142.32,896.27,891.62,876.43,507.15,901.52,893.31,895.03,877.97,890.09,902.0,896.66,895.35,894.02,889.66,901.58,664.66,886.76,894.63,881.52,620.79
31.18,53.04,26.52,64.68,246.86,41.07,42.8,52.53,219.81,35.38,46.7,34.26,68.84,44.01,39.19,47.65,34.12,51.96,49.24,30.47,174.34,47.24,46.45,45.68,229.35
