pureEnv,left1to2,left2to3,left3to4,left4to5,gustyLeft1to2,gustyLeft2to3,gustyLeft3to4,gustyLeft4to5,right1to2,right2to3,right3to4,right4to5,gustyRight1to2,gustyRight2to3,gustyRight3to4,gustyRight4to5,sides1to2,sides2to3,sides3to4,sides4to5,gustySides1to2,gustySides2to3,gustySides3to4,gustySides4to5
882.89,880.34,884.05,881.92,489.59,886.96,898.32,881.22,734.01,872.04,831.94,767.34,641.15,874.03,872.48,847.79,807.92,872.28,875.22,842.89,633.46,872.57,877.3,841.57,643.11
27.52,47.56,40.29,53.34,188.9,31.1,32.08,47.74,170.11,29.46,39.78,55.73,96.42,24.62,25.28,34.73,42.32,51.4,36.0,59.78,195.01,58.2,24.87,53.94,179.45
