pureEnv,left1to2,left2to3,left3to4,left4to5,gustyLeft1to2,gustyLeft2to3,gustyLeft3to4,gustyLeft4to5,right1to2,right2to3,right3to4,right4to5,gustyRight1to2,gustyRight2to3,gustyRight3to4,gustyRight4to5,sides1to2,sides2to3,sides3to4,sides4to5,gustySides1to2,gustySides2to3,gustySides3to4,gustySides4to5
916.88,912.11,917.59,754.81,96.82,918.14,904.17,873.48,287.63,908.87,903.02,909.28,900.48,914.83,913.7,913.72,898.74,898.13,894.0,834.17,365.78,904.23,919.71,821.19,502.63
41.72,25.43,27.42,195.61,118.75,27.83,72.34,115.67,174.62,28.77,42.53,30.05,28.78,30.98,29.63,28.83,48.04,42.72,73.01,139.73,194.28,43.38,24.72,140.51,248.35
