pureEnv,left1to2,left2to3,left3to4,left4to5,gustyLeft1to2,gustyLeft2to3,gustyLeft3to4,gustyLeft4to5,right1to2,right2to3,right3to4,right4to5,gustyRight1to2,gustyRight2to3,gustyRight3to4,gustyRight4to5,sides1to2,sides2to3,sides3to4,sides4to5,gustySides1to2,gustySides2to3,gustySides3to4,gustySides4to5
858.7,805.84,727.05,324.35,-39.42,812.48,814.21,605.35,333.93,891.77,893.52,886.75,880.91,882.3,879.45,870.75,878.79,843.78,810.07,668.02,356.99,859.08,816.1,711.59,369.04
55.37,63.24,135.02,94.47,31.21,89.28,85.76,148.07,95.7,28.09,31.69,74.94,93.17,22.96,62.71,101.72,61.67,74.11,126.99,137.16,129.1,45.02,127.55,158.56,218.29
