pureEnv,left1to2,left2to3,left3to4,left4to5,gustyLeft1to2,gustyLeft2to3,gustyLeft3to4,gustyLeft4to5,right1to2,right2to3,right3to4,right4to5,gustyRight1to2,gustyRight2to3,gustyRight3to4,gustyRight4to5,sides1to2,sides2to3,sides3to4,sides4to5,gustySides1to2,gustySides2to3,gustySides3to4,gustySides4to5
908.73,920.62,917.77,897.99,33.08,913.38,915.11,909.64,282.93,911.86,898.4,901.03,894.21,909.05,920.24,910.51,909.22,913.26,911.96,905.57,414.68,905.18,902.76,917.53,475.27
41.97,23.54,22.92,66.05,123.06,23.91,28.94,41.44,309.73,25.89,25.44,37.09,40.14,34.47,26.23,39.58,26.19,27.25,23.41,44.43,357.41,44.39,51.85,25.41,346.56
