pureEnv,left1to2,left2to3,left3to4,left4to5,gustyLeft1to2,gustyLeft2to3,gustyLeft3to4,gustyLeft4to5,right1to2,right2to3,right3to4,right4to5,gustyRight1to2,gustyRight2to3,gustyRight3to4,gustyRight4to5,sides1to2,sides2to3,sides3to4,sides4to5,gustySides1to2,gustySides2to3,gustySides3to4,gustySides4to5
267.71,857.69,909.09,667.97,-65.2,705.95,651.3,725.82,202.87,17.16,-14.96,-41.09,-55.72,77.1,22.3,-28.28,-1.7,275.36,104.18,18.53,48.64,398.93,497.38,360.08,-11.06
60.29,46.82,24.17,219.23,12.31,82.99,63.7,150.16,96.43,22.75,20.67,15.06,16.79,32.2,25.26,19.35,29.8,70.1,95.08,56.03,78.4,144.64,161.79,204.81,39.37
