pureEnv,left1to2,left2to3,left3to4,left4to5,gustyLeft1to2,gustyLeft2to3,gustyLeft3to4,gustyLeft4to5,right1to2,right2to3,right3to4,right4to5,gustyRight1to2,gustyRight2to3,gustyRight3to4,gustyRight4to5,sides1to2,sides2to3,sides3to4,sides4to5,gustySides1to2,gustySides2to3,gustySides3to4,gustySides4to5
895.95,906.85,904.98,807.86,-6.67,893.11,910.63,873.73,555.73,880.29,872.43,846.18,815.75,890.83,873.25,846.6,854.44,895.51,886.53,853.81,441.22,882.81,892.84,864.75,405.11
22.14,25.94,24.83,158.33,117.22,43.79,26.92,47.71,172.0,35.0,28.33,39.02,36.06,41.35,47.62,105.99,39.0,35.2,42.17,61.43,196.79,43.73,24.94,80.48,253.09
