pureEnv,left1to2,left2to3,left3to4,left4to5,gustyLeft1to2,gustyLeft2to3,gustyLeft3to4,gustyLeft4to5,right1to2,right2to3,right3to4,right4to5,gustyRight1to2,gustyRight2to3,gustyRight3to4,gustyRight4to5,sides1to2,sides2to3,sides3to4,sides4to5,gustySides1to2,gustySides2to3,gustySides3to4,gustySides4to5
865.03,-37.69,-62.75,-77.7,-80.39,-15.25,-47.37,-49.53,-74.82,886.58,933.3,893.06,868.45,888.27,873.99,887.06,911.0,644.19,491.97,27.66,143.15,739.55,729.86,22.52,434.97
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
