pureEnv,left1to2,left2to3,left3to4,left4to5,gustyLeft1to2,gustyLeft2to3,gustyLeft3to4,gustyLeft4to5,right1to2,right2to3,right3to4,right4to5,gustyRight1to2,gustyRight2to3,gustyRight3to4,gustyRight4to5,sides1to2,sides2to3,sides3to4,sides4to5,gustySides1to2,gustySides2to3,gustySides3to4,gustySides4to5
851.45,857.94,865.86,862.13,647.86,863.78,848.5,861.01,849.7,846.0,841.96,826.32,831.14,855.37,845.07,843.56,843.73,852.82,861.26,859.71,838.22,850.25,859.4,851.0,805.75
40.94,39.14,35.49,45.83,195.22,29.51,52.86,46.54,37.1,42.26,36.54,46.88,44.62,46.1,37.74,38.39,30.19,68.89,33.98,34.35,76.29,29.16,44.61,75.72,95.15
