pureEnv,left1to2,left2to3,left3to4,left4to5,gustyLeft1to2,gustyLeft2to3,gustyLeft3to4,gustyLeft4to5,right1to2,right2to3,right3to4,right4to5,gustyRight1to2,gustyRight2to3,gustyRight3to4,gustyRight4to5,sides1to2,sides2to3,sides3to4,sides4to5,gustySides1to2,gustySides2to3,gustySides3to4,gustySides4to5
195.9,67.21,-1.41,-25.12,-22.71,141.87,103.23,29.04,8.75,624.43,850.15,892.95,902.2,335.8,686.65,591.11,717.15,256.92,190.42,86.8,48.33,283.56,295.81,236.5,235.09
108.76,53.21,40.73,25.43,33.68,69.84,67.81,45.71,41.32,122.92,81.16,35.24,43.85,136.54,136.42,154.33,66.1,107.54,106.48,64.27,56.42,155.06,192.73,181.75,224.46
