pureEnv,left1to2,left2to3,left3to4,left4to5,gustyLeft1to2,gustyLeft2to3,gustyLeft3to4,gustyLeft4to5,right1to2,right2to3,right3to4,right4to5,gustyRight1to2,gustyRight2to3,gustyRight3to4,gustyRight4to5,sides1to2,sides2to3,sides3to4,sides4to5,gustySides1to2,gustySides2to3,gustySides3to4,gustySides4to5
92.59,-56.88,-74.63,-81.59,-82.4,-24.26,-56.73,-56.84,-50.13,801.15,856.03,828.46,808.88,299.21,344.51,784.22,535.57,31.47,-8.46,-22.79,-21.22,141.58,134.9,163.29,139.75
163.88,33.94,11.02,4.89,2.56,39.21,31.04,22.6,24.83,167.6,111.01,160.98,151.02,296.08,253.92,177.4,228.7,80.54,55.67,48.81,47.33,180.22,174.34,174.28,177.72
