pureEnv,left1to2,left2to3,left3to4,left4to5,gustyLeft1to2,gustyLeft2to3,gustyLeft3to4,gustyLeft4to5,right1to2,right2to3,right3to4,right4to5,gustyRight1to2,gustyRight2to3,gustyRight3to4,gustyRight4to5,sides1to2,sides2to3,sides3to4,sides4to5,gustySides1to2,gustySides2to3,gustySides3to4,gustySides4to5
894.93,898.06,859.96,764.2,-1.62,902.56,896.23,873.05,610.7,881.83,873.8,862.65,839.98,890.79,891.18,875.66,870.57,880.92,894.06,813.65,401.91,886.65,875.94,858.86,419.07
52.92,24.52,23.46,128.72,34.86,22.76,24.13,26.31,168.87,26.22,20.47,23.47,78.41,24.97,30.49,38.25,26.9,58.74,29.65,148.18,175.04,37.0,46.46,55.45,217.13
