pureEnv,left1to2,left2to3,left3to4,left4to5,gustyLeft1to2,gustyLeft2to3,gustyLeft3to4,gustyLeft4to5,right1to2,right2to3,right3to4,right4to5,gustyRight1to2,gustyRight2to3,gustyRight3to4,gustyRight4to5,sides1to2,sides2to3,sides3to4,sides4to5,gustySides1to2,gustySides2to3,gustySides3to4,gustySides4to5
-80.49,-80.91,-62.81,215.25,830.42,-81.32,-79.14,-61.69,-49.25,-76.17,-73.57,-73.53,-70.69,-80.5,-74.91,-78.39,-73.41,-80.82,-74.75,-67.32,-45.32,-80.13,-73.43,-46.03,-2.83
6.92,2.4,9.3,35.1,110.88,2.96,4.2,9.92,24.47,7.8,8.46,10.07,10.8,4.34,9.43,6.1,10.83,4.04,9.68,10.83,31.32,4.04,10.12,25.27,58.46
