pureEnv,left1to2,left2to3,left3to4,left4to5,gustyLeft1to2,gustyLeft2to3,gustyLeft3to4,gustyLeft4to5,right1to2,right2to3,right3to4,right4to5,gustyRight1to2,gustyRight2to3,gustyRight3to4,gustyRight4to5,sides1to2,sides2to3,sides3to4,sides4to5,gustySides1to2,gustySides2to3,gustySides3to4,gustySides4to5
910.88,904.17,902.1,865.3,34.85,905.67,903.63,892.56,387.54,910.66,902.54,890.52,869.65,911.82,900.13,906.6,903.68,908.87,900.62,901.7,482.2,909.6,903.07,896.9,461.34
23.85,25.77,38.76,84.03,61.11,23.91,78.13,43.77,203.08,24.71,24.56,52.08,87.24,21.51,40.9,21.88,29.47,25.82,57.88,32.3,227.86,23.74,37.43,24.8,233.96
