pureEnv,left1to2,left2to3,left3to4,left4to5,gustyLeft1to2,gustyLeft2to3,gustyLeft3to4,gustyLeft4to5,right1to2,right2to3,right3to4,right4to5,gustyRight1to2,gustyRight2to3,gustyRight3to4,gustyRight4to5,sides1to2,sides2to3,sides3to4,sides4to5,gustySides1to2,gustySides2to3,gustySides3to4,gustySides4to5
884.89,811.39,370.64,105.66,-69.89,853.98,782.64,507.2,-18.65,911.17,901.56,905.22,908.92,886.3,900.66,899.09,899.29,874.5,806.85,644.99,97.37,865.04,777.87,560.57,391.83
24.95,47.72,166.87,138.22,14.45,30.61,107.32,207.49,36.68,26.32,46.17,28.95,25.07,54.45,24.32,24.37,40.29,31.04,74.91,134.24,83.1,49.27,82.17,226.69,244.32
